zip,countyname,stcountyfp
63472,Clark ,29045
63474,Clark ,29045
64024,Clay ,29047
64048,Clay ,29047
64060,Clay ,29047
64062,Clay ,29047
64068,Clay ,29047
64072,Clay ,29047
64073,Clay ,29047
64077,Clay ,29047
64089,Clay ,29047
64116,Clay ,29047
64117,Clay ,29047
64118,Clay ,29047
64119,Clay ,29047
64144,Clay ,29047
64151,Clay ,29047
64155,Clay ,29047
64156,Clay ,29047
64157,Clay ,29047
64158,Clay ,29047
64161,Clay ,29047
64165,Clay ,29047
64166,Clay ,29047
64167,Clay ,29047
64492,Clay ,29047
64048,Clinton ,29049
64062,Clinton ,29049
64089,Clinton ,29049
64429,Clinton ,29049
64444,Clinton ,29049
64454,Clinton ,29049
64465,Clinton ,29049
64474,Clinton ,29049
64477,Clinton ,29049
64490,Clinton ,29049
64492,Clinton ,29049
64493,Clinton ,29049
65023,Cole ,29051
65032,Cole ,29051
65040,Cole ,29051
65053,Cole ,29051
65074,Cole ,29051
65076,Cole ,29051
65101,Cole ,29051
65103,Cole ,29051
65104,Cole ,29051
65105,Cole ,29051
65109,Cole ,29051
65018,Cooper ,29053
65025,Cooper ,29053
65046,Cooper ,29053
65068,Cooper ,29053
65081,Cooper ,29053
65233,Cooper ,29053
65237,Cooper ,29053
65276,Cooper ,29053
65287,Cooper ,29053
65301,Cooper ,29053
65322,Cooper ,29053
65347,Cooper ,29053
65348,Cooper ,29053
65354,Cooper ,29053
63080,Crawford ,29055
65066,Crawford ,29055
65441,Crawford ,29055
65446,Crawford ,29055
65449,Crawford ,29055
65453,Crawford ,29055
65456,Crawford ,29055
65535,Crawford ,29055
65559,Crawford ,29055
65560,Crawford ,29055
65565,Crawford ,29055
65566,Crawford ,29055
65586,Crawford ,29055
64748,Dade ,29057
65603,Dade ,29057
65604,Dade ,29057
65635,Dade ,29057
65646,Dade ,29057
65661,Dade ,29057
65682,Dade ,29057
65752,Dade ,29057
65770,Dade ,29057
65536,Dallas ,29059
65590,Dallas ,29059
65622,Dallas ,29059
65632,Dallas ,29059
65648,Dallas ,29059
65685,Dallas ,29059
65722,Dallas ,29059
65764,Dallas ,29059
65767,Dallas ,29059
65783,Dallas ,29059
64429,Daviess ,29061
64497,Daviess ,29061
64620,Daviess ,29061
64625,Daviess ,29061
64636,Daviess ,29061
64640,Daviess ,29061
64642,Daviess ,29061
64644,Daviess ,29061
64647,Daviess ,29061
64648,Daviess ,29061
64649,Daviess ,29061
64654,Daviess ,29061
64657,Daviess ,29061
64670,Daviess ,29061
64689,Daviess ,29061
64422,DeKalb ,29063
64429,DeKalb ,29063
64430,DeKalb ,29063
64463,DeKalb ,29063
64469,DeKalb ,29063
64474,DeKalb ,29063
64490,DeKalb ,29063
64494,DeKalb ,29063
64497,DeKalb ,29063
64670,DeKalb ,29063
65401,Dent ,29065
65440,Dent ,29065
65501,Dent ,29065
65532,Dent ,29065
65541,Dent ,29065
65560,Dent ,29065
65608,Douglas ,29067
65638,Douglas ,29067
65652,Douglas ,29067
65755,Douglas ,29067
65768,Douglas ,29067
63821,Dunklin ,29069
63822,Dunklin ,29069
63829,Dunklin ,29069
63837,Dunklin ,29069
63847,Dunklin ,29069
63849,Dunklin ,29069
63852,Dunklin ,29069
63855,Dunklin ,29069
63857,Dunklin ,29069
63863,Dunklin ,29069
63875,Dunklin ,29069
63876,Dunklin ,29069
63877,Dunklin ,29069
63880,Dunklin ,29069
63933,Dunklin ,29069
63005,Franklin ,29071
63013,Franklin ,29071
63014,Franklin ,29071
63015,Franklin ,29071
63037,Franklin ,29071
63039,Franklin ,29071
63041,Franklin ,29071
63055,Franklin ,29071
63056,Franklin ,29071
63060,Franklin ,29071
63061,Franklin ,29071
63068,Franklin ,29071
63069,Franklin ,29071
63072,Franklin ,29071
63073,Franklin ,29071
63077,Franklin ,29071
63079,Franklin ,29071
63080,Franklin ,29071
63084,Franklin ,29071
63089,Franklin ,29071
63090,Franklin ,29071
63091,Franklin ,29071
65441,Franklin ,29071
63014,Gasconade ,29073
63037,Gasconade ,29073
63091,Gasconade ,29073
65014,Gasconade ,29073
65036,Gasconade ,29073
65041,Gasconade ,29073
65061,Gasconade ,29073
65062,Gasconade ,29073
65066,Gasconade ,29073
65453,Gasconade ,29073
64402,Gentry ,29075
64438,Gentry ,29075
64441,Gentry ,29075
64453,Gentry ,29075
64463,Gentry ,29075
64489,Gentry ,29075
64657,Gentry ,29075
65604,Greene ,29077
65610,Greene ,29077
65612,Greene ,29077
65617,Greene ,29077
65619,Greene ,29077
65648,Greene ,29077
65706,Greene ,29077
65721,Greene ,29077
65725,Greene ,29077
65738,Greene ,29077
65742,Greene ,29077
65757,Greene ,29077
65765,Greene ,29077
65770,Greene ,29077
65781,Greene ,29077
65801,Greene ,29077
65802,Greene ,29077
65803,Greene ,29077
65804,Greene ,29077
65806,Greene ,29077
65807,Greene ,29077
65809,Greene ,29077
65810,Greene ,29077
65890,Greene ,29077
65897,Greene ,29077
65898,Greene ,29077
65899,Greene ,29077
64635,Grundy ,29079
64641,Grundy ,29079
64642,Grundy ,29079
64648,Grundy ,29079
64652,Grundy ,29079
64679,Grundy ,29079
64683,Grundy ,29079
64424,Harrison ,29081
64426,Harrison ,29081
64442,Harrison ,29081
64458,Harrison ,29081
64467,Harrison ,29081
64471,Harrison ,29081
64481,Harrison ,29081
64632,Harrison ,29081
64636,Harrison ,29081
64642,Harrison ,29081
64657,Harrison ,29081
64670,Harrison ,29081
64673,Harrison ,29081
64726,Henry ,29083
64733,Henry ,29083
64735,Henry ,29083
64739,Henry ,29083
64740,Henry ,29083
64761,Henry ,29083
64770,Henry ,29083
64788,Henry ,29083
65323,Henry ,29083
65360,Henry ,29083
65634,Hickory ,29085
65650,Hickory ,29085
65668,Hickory ,29085
65724,Hickory ,29085
65732,Hickory ,29085
65735,Hickory ,29085
65774,Hickory ,29085
65779,Hickory ,29085
64437,Holt ,29087
64451,Holt ,29087
64466,Holt ,29087
64470,Holt ,29087
64473,Holt ,29087
64487,Holt ,29087
65230,Howard ,29089
65243,Howard ,29089
65248,Howard ,29089
65250,Howard ,29089
65254,Howard ,29089
65256,Howard ,29089
65257,Howard ,29089
65274,Howard ,29089
65279,Howard ,29089
65548,Howell ,29091
65609,Howell ,29091
65626,Howell ,29091
65637,Howell ,29091
65688,Howell ,29091
65692,Howell ,29091
65775,Howell ,29091
65777,Howell ,29091
65788,Howell ,29091
65789,Howell ,29091
65790,Howell ,29091
65793,Howell ,29091
63620,Iron ,29093
63621,Iron ,29093
63623,Iron ,29093
63636,Iron ,29093
63650,Iron ,29093
63656,Iron ,29093
63663,Iron ,29093
63675,Iron ,29093
65439,Iron ,29093
65566,Iron ,29093
64014,Jackson ,29095
64015,Jackson ,29095
64016,Jackson ,29095
64029,Jackson ,29095
64030,Jackson ,29095
64034,Jackson ,29095
64050,Jackson ,29095
64052,Jackson ,29095
64053,Jackson ,29095
64054,Jackson ,29095
64055,Jackson ,29095
64056,Jackson ,29095
64057,Jackson ,29095
64058,Jackson ,29095
64061,Jackson ,29095
64063,Jackson ,29095
64064,Jackson ,29095
64065,Jackson ,29095
64066,Jackson ,29095
64070,Jackson ,29095
64074,Jackson ,29095
64075,Jackson ,29095
64080,Jackson ,29095
64081,Jackson ,29095
64082,Jackson ,29095
64086,Jackson ,29095
64088,Jackson ,29095
64101,Jackson ,29095
64102,Jackson ,29095
64105,Jackson ,29095
64106,Jackson ,29095
64108,Jackson ,29095
64109,Jackson ,29095
64110,Jackson ,29095
64111,Jackson ,29095
64112,Jackson ,29095
64113,Jackson ,29095
64114,Jackson ,29095
64120,Jackson ,29095
64121,Jackson ,29095
64123,Jackson ,29095
64124,Jackson ,29095
64125,Jackson ,29095
64126,Jackson ,29095
64127,Jackson ,29095
64128,Jackson ,29095
64129,Jackson ,29095
64130,Jackson ,29095
64131,Jackson ,29095
64132,Jackson ,29095
64133,Jackson ,29095
64134,Jackson ,29095
64136,Jackson ,29095
64137,Jackson ,29095
64138,Jackson ,29095
64139,Jackson ,29095
64145,Jackson ,29095
64146,Jackson ,29095
64147,Jackson ,29095
64149,Jackson ,29095
64170,Jackson ,29095
64192,Jackson ,29095
64197,Jackson ,29095
64198,Jackson ,29095
64999,Jackson ,29095
64748,Jasper ,29097
64755,Jasper ,29097
64801,Jasper ,29097
64804,Jasper ,29097
64830,Jasper ,29097
64832,Jasper ,29097
64833,Jasper ,29097
64834,Jasper ,29097
64835,Jasper ,29097
64836,Jasper ,29097
64840,Jasper ,29097
64841,Jasper ,29097
64848,Jasper ,29097
64849,Jasper ,29097
64855,Jasper ,29097
64857,Jasper ,29097
64859,Jasper ,29097
64862,Jasper ,29097
64869,Jasper ,29097
64870,Jasper ,29097
63010,Jefferson ,29099
63012,Jefferson ,29099
63015,Jefferson ,29099
63016,Jefferson ,29099
63019,Jefferson ,29099
63020,Jefferson ,29099
63023,Jefferson ,29099
63025,Jefferson ,29099
63026,Jefferson ,29099
63028,Jefferson ,29099
63030,Jefferson ,29099
63041,Jefferson ,29099
63047,Jefferson ,29099
63048,Jefferson ,29099
63049,Jefferson ,29099
63050,Jefferson ,29099
63051,Jefferson ,29099
63052,Jefferson ,29099
63053,Jefferson ,29099
63057,Jefferson ,29099
63065,Jefferson ,29099
63066,Jefferson ,29099
63069,Jefferson ,29099
63070,Jefferson ,29099
63072,Jefferson ,29099
63087,Jefferson ,29099
63627,Jefferson ,29099
64011,Johnson ,29101
64019,Johnson ,29101
64020,Johnson ,29101
64040,Johnson ,29101
64061,Johnson ,29101
64070,Johnson ,29101
64076,Johnson ,29101
64080,Johnson ,29101
64093,Johnson ,29101
64726,Johnson ,29101
64733,Johnson ,29101
64747,Johnson ,29101
64761,Johnson ,29101
65305,Johnson ,29101
65332,Johnson ,29101
65336,Johnson ,29101
65351,Johnson ,29101
65360,Johnson ,29101
63446,Knox ,29103
63458,Knox ,29103
63460,Knox ,29103
63464,Knox ,29103
63531,Knox ,29103
63537,Knox ,29103
63547,Knox ,29103
65463,Laclede ,29105
65470,Laclede ,29105
65534,Laclede ,29105
65536,Laclede ,29105
65543,Laclede ,29105
65556,Laclede ,29105
65567,Laclede ,29105
65632,Laclede ,29105
65662,Laclede ,29105
65722,Laclede ,29105
64001,Lafayette ,29107
64011,Lafayette ,29107
64017,Lafayette ,29107
64020,Lafayette ,29107
64021,Lafayette ,29107
64022,Lafayette ,29107
64037,Lafayette ,29107
64067,Lafayette ,29107
64070,Lafayette ,29107
64071,Lafayette ,29107
64074,Lafayette ,29107
64075,Lafayette ,29107
64076,Lafayette ,29107
64096,Lafayette ,29107
64097,Lafayette ,29107
65321,Lafayette ,29107
64748,Lawrence ,29109
64848,Lawrence ,29109
64862,Lawrence ,29109
64873,Lawrence ,29109
65604,Lawrence ,29109
65605,Lawrence ,29109
65612,Lawrence ,29109
65646,Lawrence ,29109
65654,Lawrence ,29109
65664,Lawrence ,29109
65682,Lawrence ,29109
65705,Lawrence ,29109
65707,Lawrence ,29109
65708,Lawrence ,29109
65712,Lawrence ,29109
65723,Lawrence ,29109
65738,Lawrence ,29109
65756,Lawrence ,29109
65769,Lawrence ,29109
63435,Lewis ,29111
63438,Lewis ,29111
63440,Lewis ,29111
63447,Lewis ,29111
63448,Lewis ,29111
63452,Lewis ,29111
63454,Lewis ,29111
63457,Lewis ,29111
63473,Lewis ,29111
63333,Lincoln ,29113
63334,Lincoln ,29113
63343,Lincoln ,29113
63344,Lincoln ,29113
63347,Lincoln ,29113
63348,Lincoln ,29113
63349,Lincoln ,29113
63359,Lincoln ,29113
63362,Lincoln ,29113
63369,Lincoln ,29113
63370,Lincoln ,29113
63377,Lincoln ,29113
63379,Lincoln ,29113
63381,Lincoln ,29113
63383,Lincoln ,29113
63387,Lincoln ,29113
63389,Lincoln ,29113
63390,Lincoln ,29113
63557,Linn ,29115
63566,Linn ,29115
64628,Linn ,29115
64630,Linn ,29115
64631,Linn ,29115
64635,Linn ,29115
64646,Linn ,29115
64651,Linn ,29115
64653,Linn ,29115
64658,Linn ,29115
64659,Linn ,29115
64674,Linn ,29115
64688,Linn ,29115
64601,Livingston ,29117
64635,Livingston ,29117
64638,Livingston ,29117
64643,Livingston ,29117
64656,Livingston ,29117
64664,Livingston ,29117
64686,Livingston ,29117
64688,Livingston ,29117
64831,McDonald ,29119
64843,McDonald ,29119
64847,McDonald ,29119
64854,McDonald ,29119
64856,McDonald ,29119
64861,McDonald ,29119
64863,McDonald ,29119
64865,McDonald ,29119
64867,McDonald ,29119
64868,McDonald ,29119
65730,McDonald ,29119
63431,Macon ,29121
63437,Macon ,29121
63451,Macon ,29121
63530,Macon ,29121
63532,Macon ,29121
63534,Macon ,29121
63538,Macon ,29121
63539,Macon ,29121
63549,Macon ,29121
63552,Macon ,29121
63557,Macon ,29121
63558,Macon ,29121
64631,Macon ,29121
65247,Macon ,29121
65260,Macon ,29121
63620,Madison ,29123
63645,Madison ,29123
63650,Madison ,29123
63655,Madison ,29123
65001,Maries ,29125
65013,Maries ,29125
65014,Maries ,29125
65058,Maries ,29125
65401,Maries ,29125
65443,Maries ,29125
65459,Maries ,29125
65559,Maries ,29125
65580,Maries ,29125
65582,Maries ,29125
63401,Marion ,29127
63438,Marion ,29127
63439,Marion ,29127
63440,Marion ,29127
63443,Marion ,29127
63454,Marion ,29127
63456,Marion ,29127
63461,Marion ,29127
63463,Marion ,29127
63471,Marion ,29127
64632,Mercer ,29129
64661,Mercer ,29129
64673,Mercer ,29129
65017,Miller ,29131
65026,Miller ,29131
65032,Miller ,29131
65040,Miller ,29131
65047,Miller ,29131
65049,Miller ,29131
65058,Miller ,29131
65064,Miller ,29131
65072,Miller ,29131
65075,Miller ,29131
65082,Miller ,29131
65083,Miller ,29131
65486,Miller ,29131
63820,Mississippi ,29133
63823,Mississippi ,29133
63834,Mississippi ,29133
63845,Mississippi ,29133
63881,Mississippi ,29133
63882,Mississippi ,29133
65011,Moniteau ,29135
65018,Moniteau ,29135
65023,Moniteau ,29135
65025,Moniteau ,29135
65034,Moniteau ,29135
65042,Moniteau ,29135
65046,Moniteau ,29135
65050,Moniteau ,29135
65055,Moniteau ,29135
65074,Moniteau ,29135
65081,Moniteau ,29135
65084,Moniteau ,29135
65287,Moniteau ,29135
63437,Monroe ,29137
63456,Monroe ,29137
63468,Monroe ,29137
65258,Monroe ,29137
65263,Monroe ,29137
65275,Monroe ,29137
65282,Monroe ,29137
65283,Monroe ,29137
63333,Montgomery ,29139
63350,Montgomery ,29139
63351,Montgomery ,29139
63359,Montgomery ,29139
63361,Montgomery ,29139
63363,Montgomery ,29139
63381,Montgomery ,29139
63384,Montgomery ,29139
65041,Montgomery ,29139
65069,Montgomery ,29139
65264,Montgomery ,29139
65011,Morgan ,29141
65026,Morgan ,29141
65034,Morgan ,29141
65037,Morgan ,29141
65038,Morgan ,29141
65072,Morgan ,29141
65078,Morgan ,29141
65079,Morgan ,29141
65081,Morgan ,29141
65084,Morgan ,29141
65329,Morgan ,29141
65345,Morgan ,29141
65348,Morgan ,29141
65354,Morgan ,29141
63801,New Madrid ,29143
63822,New Madrid ,29143
63828,New Madrid ,29143
63833,New Madrid ,29143
63848,New Madrid ,29143
63860,New Madrid ,29143
63862,New Madrid ,29143
63866,New Madrid ,29143
63867,New Madrid ,29143
63868,New Madrid ,29143
63869,New Madrid ,29143
63870,New Madrid ,29143
63873,New Madrid ,29143
63874,New Madrid ,29143
63878,New Madrid ,29143
64804,Newton ,29145
64840,Newton ,29145
64842,Newton ,29145
64843,Newton ,29145
64844,Newton ,29145
64850,Newton ,29145
64858,Newton ,29145
64861,Newton ,29145
64862,Newton ,29145
64864,Newton ,29145
64865,Newton ,29145
64866,Newton ,29145
64867,Newton ,29145
64873,Newton ,29145
65723,Newton ,29145
65734,Newton ,29145
64423,Nodaway ,29147
64428,Nodaway ,29147
64431,Nodaway ,29147
64432,Nodaway ,29147
64433,Nodaway ,29147
64434,Nodaway ,29147
64445,Nodaway ,29147
64455,Nodaway ,29147
64457,Nodaway ,29147
64461,Nodaway ,29147
64468,Nodaway ,29147
64475,Nodaway ,29147
64476,Nodaway ,29147
64479,Nodaway ,29147
64487,Nodaway ,29147
65606,Oregon ,29149
65690,Oregon ,29149
65692,Oregon ,29149
65778,Oregon ,29149
65791,Oregon ,29149
65001,Osage ,29151
65013,Osage ,29151
65014,Osage ,29151
65016,Osage ,29151
65024,Osage ,29151
65035,Osage ,29151
65048,Osage ,29151
65051,Osage ,29151
65054,Osage ,29151
65058,Osage ,29151
65061,Osage ,29151
65085,Osage ,29151
65609,Ozark ,29153
65618,Ozark ,29153
65637,Ozark ,29153
65655,Ozark ,29153
65666,Ozark ,29153
65676,Ozark ,29153
65715,Ozark ,29153
65729,Ozark ,29153
65733,Ozark ,29153
65741,Ozark ,29153
65760,Ozark ,29153
65761,Ozark ,29153
65762,Ozark ,29153
65766,Ozark ,29153
65773,Ozark ,29153
65784,Ozark ,29153
63826,Pemiscot ,29155
63827,Pemiscot ,29155
63830,Pemiscot ,29155
63839,Pemiscot ,29155
63840,Pemiscot ,29155
63849,Pemiscot ,29155
63851,Pemiscot ,29155
63852,Pemiscot ,29155
63853,Pemiscot ,29155
63855,Pemiscot ,29155
63873,Pemiscot ,29155
63877,Pemiscot ,29155
63879,Pemiscot ,29155
63673,Perry ,29157
63732,Perry ,29157
63737,Perry ,29157
63746,Perry ,29157
63748,Perry ,29157
63770,Perry ,29157
63775,Perry ,29157
63776,Perry ,29157
63783,Perry ,29157
65301,Pettis ,29159
65325,Pettis ,29159
65332,Pettis ,29159
65333,Pettis ,29159
65334,Pettis ,29159
65335,Pettis ,29159
65336,Pettis ,29159
65337,Pettis ,29159
65340,Pettis ,29159
65345,Pettis ,29159
65347,Pettis ,29159
65348,Pettis ,29159
65350,Pettis ,29159
65351,Pettis ,29159
65360,Pettis ,29159
65401,Phelps ,29161
65409,Phelps ,29161
65436,Phelps ,29161
65453,Phelps ,29161
65459,Phelps ,29161
65461,Phelps ,29161
65462,Phelps ,29161
65529,Phelps ,29161
65550,Phelps ,29161
65559,Phelps ,29161
63330,Pike ,29163
63334,Pike ,29163
63336,Pike ,29163
63339,Pike ,29163
63343,Pike ,29163
63344,Pike ,29163
63353,Pike ,29163
63359,Pike ,29163
63433,Pike ,29163
63441,Pike ,29163
63459,Pike ,29163
64018,Platte ,29165
64028,Platte ,29165
64079,Platte ,29165
64089,Platte ,29165
64092,Platte ,29165
64098,Platte ,29165
64118,Platte ,29165
64150,Platte ,29165
64151,Platte ,29165
64152,Platte ,29165
64153,Platte ,29165
64154,Platte ,29165
64155,Platte ,29165
64163,Platte ,29165
64164,Platte ,29165
64439,Platte ,29165
64444,Platte ,29165
64484,Platte ,29165
64492,Platte ,29165
65601,Polk ,29167
65613,Polk ,29167
65617,Polk ,29167
65622,Polk ,29167
65640,Polk ,29167
65645,Polk ,29167
65648,Polk ,29167
65649,Polk ,29167
65650,Polk ,29167
65663,Polk ,29167
65674,Polk ,29167
65685,Polk ,29167
65710,Polk ,29167
65724,Polk ,29167
65725,Polk ,29167
65727,Polk ,29167
65770,Polk ,29167
65781,Polk ,29167
65452,Pulaski ,29169
65457,Pulaski ,29169
65459,Pulaski ,29169
65473,Pulaski ,29169
65534,Pulaski ,29169
65550,Pulaski ,29169
65552,Pulaski ,29169
65556,Pulaski ,29169
65583,Pulaski ,29169
65584,Pulaski ,29169
63551,Putnam ,29171
63565,Putnam ,29171
63567,Putnam ,29171
64655,Putnam ,29171
64672,Putnam ,29171
63352,Ralls ,29173
63382,Ralls ,29173
63401,Ralls ,29173
63436,Ralls ,29173
63441,Ralls ,29173
63456,Ralls ,29173
63459,Ralls ,29173
63461,Ralls ,29173
63462,Ralls ,29173
63467,Ralls ,29173
65239,Randolph ,29175
65243,Randolph ,29175
65244,Randolph ,29175
65257,Randolph ,29175
65259,Randolph ,29175
65260,Randolph ,29175
65270,Randolph ,29175
65278,Randolph ,29175
64017,Ray ,29177
64024,Ray ,29177
64035,Ray ,29177
64036,Ray ,29177
64062,Ray ,29177
64077,Ray ,29177
64084,Ray ,29177
64085,Ray ,29177
64624,Ray ,29177
64637,Ray ,29177
64668,Ray ,29177
64671,Ray ,29177
63625,Reynolds ,29179
63629,Reynolds ,29179
63633,Reynolds ,29179
63638,Reynolds ,29179
63654,Reynolds ,29179
63665,Reynolds ,29179
63666,Reynolds ,29179
63931,Ripley ,29181
63935,Ripley ,29181
63939,Ripley ,29181
63942,Ripley ,29181
63945,Ripley ,29181
63953,Ripley ,29181
63955,Ripley ,29181
63301,St. Charles ,29183
63303,St. Charles ,29183
63304,St. Charles ,29183
63332,St. Charles ,29183
63338,St. Charles ,29183
63341,St. Charles ,29183
63346,St. Charles ,29183
63348,St. Charles ,29183
63357,St. Charles ,29183
63365,St. Charles ,29183
63366,St. Charles ,29183
63367,St. Charles ,29183
63368,St. Charles ,29183
63373,St. Charles ,29183
63376,St. Charles ,29183
63385,St. Charles ,29183
63386,St. Charles ,29183
64724,St. Clair ,29185
64738,St. Clair ,29185
64740,St. Clair ,29185
64744,St. Clair ,29185
64763,St. Clair ,29185
64776,St. Clair ,29185
64781,St. Clair ,29185
63028,Ste. Genevieve ,29186
63036,Ste. Genevieve ,29186
63627,Ste. Genevieve ,29186
63628,Ste. Genevieve ,29186
63640,Ste. Genevieve ,29186
63645,Ste. Genevieve ,29186
63670,Ste. Genevieve ,29186
63673,Ste. Genevieve ,29186
63028,St. Francois ,29187
63036,St. Francois ,29187
63087,St. Francois ,29187
63601,St. Francois ,29187
63624,St. Francois ,29187
63626,St. Francois ,29187
63628,St. Francois ,29187
63637,St. Francois ,29187
63640,St. Francois ,29187
63645,St. Francois ,29187
63650,St. Francois ,29187
63651,St. Francois ,29187
63653,St. Francois ,29187
63001,St. Louis ,29189
63005,St. Louis ,29189
63011,St. Louis ,29189
63017,St. Louis ,29189
63021,St. Louis ,29189
63022,St. Louis ,29189
63024,St. Louis ,29189
63025,St. Louis ,29189
63026,St. Louis ,29189
63031,St. Louis ,29189
63033,St. Louis ,29189
63034,St. Louis ,29189
63038,St. Louis ,29189
63040,St. Louis ,29189
63042,St. Louis ,29189
63043,St. Louis ,29189
63044,St. Louis ,29189
63045,St. Louis ,29189
63049,St. Louis ,29189
63069,St. Louis ,29189
63074,St. Louis ,29189
63088,St. Louis ,29189
63105,St. Louis ,29189
63114,St. Louis ,29189
63117,St. Louis ,29189
63119,St. Louis ,29189
63120,St. Louis ,29189
63121,St. Louis ,29189
63122,St. Louis ,29189
63123,St. Louis ,29189
63124,St. Louis ,29189
63125,St. Louis ,29189
63126,St. Louis ,29189
63127,St. Louis ,29189
63128,St. Louis ,29189
63129,St. Louis ,29189
63130,St. Louis ,29189
63131,St. Louis ,29189
63132,St. Louis ,29189
63133,St. Louis ,29189
63134,St. Louis ,29189
63135,St. Louis ,29189
63136,St. Louis ,29189
63137,St. Louis ,29189
63138,St. Louis ,29189
63140,St. Louis ,29189
63141,St. Louis ,29189
63143,St. Louis ,29189
63144,St. Louis ,29189
63145,St. Louis ,29189
63146,St. Louis ,29189
64020,Saline ,29195
65320,Saline ,29195
65321,Saline ,29195
65327,Saline ,29195
65330,Saline ,29195
65333,Saline ,29195
65339,Saline ,29195
65340,Saline ,29195
65344,Saline ,29195
65347,Saline ,29195
65349,Saline ,29195
65351,Saline ,29195
63535,Schuyler ,29197
63536,Schuyler ,29197
63541,Schuyler ,29197
63546,Schuyler ,29197
63548,Schuyler ,29197
63561,Schuyler ,29197
63432,Scotland ,29199
63442,Scotland ,29199
63543,Scotland ,29199
63555,Scotland ,29199
63563,Scotland ,29199
63735,Scott ,29201
63736,Scott ,29201
63740,Scott ,29201
63742,Scott ,29201
63758,Scott ,29201
63767,Scott ,29201
63771,Scott ,29201
63774,Scott ,29201
63780,Scott ,29201
63784,Scott ,29201
63801,Scott ,29201
63823,Scott ,29201
63824,Scott ,29201
63834,Scott ,29201
65438,Shannon ,29203
65466,Shannon ,29203
65546,Shannon ,29203
65548,Shannon ,29203
65571,Shannon ,29203
65588,Shannon ,29203
63434,Shelby ,29205
63437,Shelby ,29205
63439,Shelby ,29205
63443,Shelby ,29205
63450,Shelby ,29205
63451,Shelby ,29205
63468,Shelby ,29205
63469,Shelby ,29205
63730,Stoddard ,29207
63735,Stoddard ,29207
63738,Stoddard ,29207
63771,Stoddard ,29207
63801,Stoddard ,29207
63822,Stoddard ,29207
63825,Stoddard ,29207
63833,Stoddard ,29207
63841,Stoddard ,29207
63846,Stoddard ,29207
63850,Stoddard ,29207
63870,Stoddard ,29207
63936,Stoddard ,29207
63960,Stoddard ,29207
65605,Stone ,29209
65610,Stone ,29209
65611,Stone ,29209
65616,Stone ,29209
65624,Stone ,29209
65631,Stone ,29209
65633,Stone ,29209
65656,Stone ,29209
65669,Stone ,29209
65675,Stone ,29209
65681,Stone ,29209
65686,Stone ,29209
65705,Stone ,29209
65714,Stone ,29209
65728,Stone ,29209
65737,Stone ,29209
65747,Stone ,29209
63544,Sullivan ,29211
63545,Sullivan ,29211
63556,Sullivan ,29211
63560,Sullivan ,29211
63566,Sullivan ,29211
64630,Sullivan ,29211
64641,Sullivan ,29211
64645,Sullivan ,29211
64646,Sullivan ,29211
64667,Sullivan ,29211
65608,Taney ,29213
65611,Taney ,29213
65614,Taney ,29213
65616,Taney ,29213
65627,Taney ,29213
65630,Taney ,29213
65653,Taney ,29213
65672,Taney ,29213
65673,Taney ,29213
65679,Taney ,29213
65680,Taney ,29213
65726,Taney ,29213
65731,Taney ,29213
65733,Taney ,29213
65737,Taney ,29213
65739,Taney ,29213
65740,Taney ,29213
65744,Taney ,29213
65759,Taney ,29213
65761,Taney ,29213
65771,Taney ,29213
65444,Texas ,29215
65464,Texas ,29215
65468,Texas ,29215
65479,Texas ,29215
65483,Texas ,29215
65484,Texas ,29215
65542,Texas ,29215
65548,Texas ,29215
65552,Texas ,29215
65555,Texas ,29215
65557,Texas ,29215
65560,Texas ,29215
65564,Texas ,29215
65570,Texas ,29215
65571,Texas ,29215
65589,Texas ,29215
65660,Texas ,29215
65689,Texas ,29215
65711,Texas ,29215
65793,Texas ,29215
64728,Vernon ,29217
64741,Vernon ,29217
64750,Vernon ,29217
64752,Vernon ,29217
64762,Vernon ,29217
64765,Vernon ,29217
64767,Vernon ,29217
64771,Vernon ,29217
64772,Vernon ,29217
64778,Vernon ,29217
64783,Vernon ,29217
64784,Vernon ,29217
64790,Vernon ,29217
63342,Warren ,29219
63348,Warren ,29219
63349,Warren ,29219
63351,Warren ,29219
63357,Warren ,29219
63363,Warren ,29219
63378,Warren ,29219
63381,Warren ,29219
63383,Warren ,29219
63390,Warren ,29219
63023,Washington ,29221
63060,Washington ,29221
63071,Washington ,29221
63080,Washington ,29221
63622,Washington ,29221
63624,Washington ,29221
63626,Washington ,29221
63628,Washington ,29221
63630,Washington ,29221
63631,Washington ,29221
63648,Washington ,29221
63660,Washington ,29221
63664,Washington ,29221
63674,Washington ,29221
65441,Washington ,29221
63763,Wayne ,29223
63934,Wayne ,29223
63944,Wayne ,29223
63950,Wayne ,29223
63951,Wayne ,29223
63952,Wayne ,29223
63956,Wayne ,29223
63957,Wayne ,29223
63964,Wayne ,29223
65632,Webster ,29225
65636,Webster ,29225
65644,Webster ,29225
65648,Webster ,29225
65652,Webster ,29225
65706,Webster ,29225
65713,Webster ,29225
65742,Webster ,29225
65746,Webster ,29225
65757,Webster ,29225
64420,Worth ,29227
64456,Worth ,29227
64486,Worth ,29227
64499,Worth ,29227
65470,Wright ,29229
65660,Wright ,29229
65662,Wright ,29229
65667,Wright ,29229
65702,Wright ,29229
65704,Wright ,29229
65711,Wright ,29229
65713,Wright ,29229
65717,Wright ,29229
65746,Wright ,29229
